"","sp","quadrat","AWR_yr","n_stems_yr"
"529","caco","1216",2.35341563974289e-05,0.0666666666666667
"530","caco","1305",2.12630522597582e-05,0.2
"531","caco","1306",3.55321136498781e-05,0.266666666666667
"532","caco","1308",1.35723478546258e-05,0.133333333333333
"533","caco","1309",2.61474119746909e-05,0.2
"534","caco","1311",1.67422010493321e-05,0.133333333333333
"535","caco","1405",1.10847020249046e-05,0.0666666666666667
"536","caco","1410",2.0335220500407e-05,0.2
"537","caco","1411",6.18167425625569e-06,0.0666666666666667
"538","caco","1507",1.91476277902632e-05,0.133333333333333
"539","caco","1508",9.21084607443897e-06,0.0666666666666667
"540","caco","1509",1.49005546242096e-05,0.133333333333333
"541","caco","1621",1.68860357324703e-05,0.133333333333333
"542","caco","1811",2.75702464378103e-05,0.133333333333333
"543","caco","1912",1.67422010493321e-05,0.133333333333333
"544","cade","0713",1.38489035290308e-05,0.2
"545","cade","1010",6.0631963771322e-06,0.0666666666666667
"546","cade","1112",7.14264514569046e-06,0.0666666666666667
"547","cagl","0424",0.000217865262830559,0.0666666666666667
"548","cagl","0503",2.15874472928842e-05,0.2
"549","cagl","0504",9.21084607443897e-06,0.0666666666666667
"550","cagl","0604",9.21084607443897e-06,0.0666666666666667
"551","cagl","0607",6.04099287973259e-06,0.0666666666666667
"552","cagl","0610",2.20187674752894e-05,0.2
"553","cagl","0621",3.7439194571307e-05,0.0666666666666667
"554","cagl","0802",7.53135497489316e-06,0.0666666666666667
"555","cagl","0804",3.7439194571307e-05,0.0666666666666667
"556","cagl","0806",6.04099287973259e-06,0.0666666666666667
"557","cagl","0807",2.05317636860898e-05,0.133333333333333
"558","cagl","0827",2.0618999357865e-05,0.0666666666666667
"559","cagl","0832",2.6670044992598e-05,0.0666666666666667
"560","cagl","0901",4.31831515558e-05,0.0666666666666667
"561","cagl","0902",9.56990592925217e-06,0.0666666666666667
"562","cagl","0906",4.03859937589029e-05,0.266666666666667
"563","cagl","0907",7.53135497489316e-06,0.0666666666666667
"564","cagl","0908",2.37678510216334e-05,0.2
"565","cagl","1001",7.53135497489316e-06,0.0666666666666667
"566","cagl","1003",1.76625854396881e-05,0.0666666666666667
"567","cagl","1004",3.89691848495835e-05,0.133333333333333
"568","cagl","1005",2.89605821220921e-05,0.2
"569","cagl","1007",1.20819857594652e-05,0.133333333333333
"570","cagl","1013",9.21084607443897e-06,0.0666666666666667
"571","cagl","1101",6.91281867147648e-06,0.0666666666666667
"572","cagl","1103",1.83583504179144e-05,0.133333333333333
"573","cagl","1104",2.55840956338844e-05,0.133333333333333
"574","cagl","1105",1.67422010493321e-05,0.133333333333333
"575","cagl","1106",7.53135497489316e-06,0.0666666666666667
"576","cagl","1107",3.2277244365677e-05,0.266666666666667
"577","cagl","1111",7.53135497489316e-06,0.0666666666666667
"578","cagl","1205",5.95040825451597e-05,0.333333333333333
"579","cagl","1208",2.02955480993435e-05,0.133333333333333
"580","cagl","1209",1.35723478546258e-05,0.133333333333333
"581","cagl","1211",1.84216921488779e-05,0.133333333333333
"582","cagl","1212",1.96264341083882e-05,0.133333333333333
"583","cagl","1304",7.53135497489316e-06,0.0666666666666667
"584","cagl","1305",2.51407943428956e-05,0.2
"585","cagl","1306",1.67422010493321e-05,0.133333333333333
"586","cagl","1311",9.21084607443897e-06,0.0666666666666667
"587","cagl","1312",1.79206514781215e-05,0.0666666666666667
"588","cagl","1319",2.02955480993435e-05,0.133333333333333
"589","cagl","1407",1.55464544131516e-05,0.133333333333333
"590","cagl","1408",1.50627099497863e-05,0.133333333333333
"591","cagl","1409",2.13869071916923e-05,0.2
"592","cagl","1410",1.71256949046371e-05,0.133333333333333
"593","cagl","1509",4.62360799290349e-05,0.266666666666667
"594","cagl","1820",3.86334622049269e-05,0.133333333333333
"595","caovl","0404",7.53135497489316e-06,0.0666666666666667
"596","caovl","0504",6.04099287973259e-06,0.0666666666666667
"597","caovl","0703",7.3738971126492e-06,0.0666666666666667
"598","caovl","0803",3.31386125275456e-05,0.133333333333333
"599","caovl","0804",7.53135497489316e-06,0.0666666666666667
"600","caovl","0806",6.18167425625569e-06,0.0666666666666667
"601","caovl","0807",4.7403285424738e-05,0.333333333333333
"602","caovl","0812",6.04099287973259e-06,0.0666666666666667
"603","caovl","0903",6.04099287973259e-06,0.0666666666666667
"604","caovl","0905",1.31578665734406e-05,0.0666666666666667
"605","caovl","0906",4.51519065769443e-05,0.333333333333333
"606","caovl","0907",2.71691811074136e-05,0.2
"607","caovl","0908",3.26235457479691e-05,0.266666666666667
"608","caovl","1004",2.42425685983452e-05,0.133333333333333
"609","caovl","1006",3.38678959539693e-05,0.266666666666667
"610","caovl","1007",5.77452881514509e-05,0.4
"611","caovl","1010",6.04099287973259e-06,0.0666666666666667
"612","caovl","1103",2.09006927139375e-05,0.0666666666666667
"613","caovl","1104",4.63576414867861e-05,0.333333333333333
"614","caovl","1105",1.63909167193701e-05,0.133333333333333
"615","caovl","1106",5.9170020578858e-05,0.4
"616","caovl","1107",3.89116050991412e-05,0.266666666666667
"617","caovl","1202",9.21084607443897e-06,0.0666666666666667
"618","caovl","1205",0.000108260015509582,0.4
"619","caovl","1206",7.53135497489316e-06,0.0666666666666667
"620","caovl","1208",1.10847020249046e-05,0.0666666666666667
"621","caovl","1212",3.17037013827695e-05,0.133333333333333
"622","caovl","1410",7.53135497489316e-06,0.0666666666666667
"623","caovl","1411",8.0150994382584e-06,0.0666666666666667
"624","caovl","1726",7.06463442156925e-06,0.0666666666666667
"625","casp","0715",7.53135497489316e-06,0.0666666666666667
"626","casp","0804",9.21084607443897e-06,0.0666666666666667
"627","casp","0805",6.04099287973259e-06,0.0666666666666667
"628","casp","0812",2.63365409790761e-05,0.2
"629","casp","1104",1.50627099497863e-05,0.133333333333333
"630","casp","1105",1.97726901645976e-05,0.2
"631","casp","1106",7.21832540929931e-06,0.0666666666666667
"632","casp","1107",1.50627099497863e-05,0.133333333333333
"633","casp","1108",7.53135497489316e-06,0.0666666666666667
"634","casp","1111",7.53135497489316e-06,0.0666666666666667
"635","casp","1203",1.67422010493321e-05,0.133333333333333
"636","casp","1204",1.86160569997977e-05,0.133333333333333
"637","casp","1311",9.21084607443897e-06,0.0666666666666667
"638","casp","1410",1.31578665734406e-05,0.0666666666666667
"639","casp","1621",1.56741381575784e-05,0.0666666666666667
"640","cato","0130",1.31578665734406e-05,0.0666666666666667
"641","cato","0230",3.3355679930276e-05,0.133333333333333
"642","cato","0302",1.54350284521545e-05,0.0666666666666667
"643","cato","0327",9.21084607443897e-06,0.0666666666666667
"644","cato","0328",4.98588748893663e-05,0.0666666666666667
"645","cato","0422",7.53135497489316e-06,0.0666666666666667
"646","cato","0504",5.03233579804809e-05,0.0666666666666667
"647","cato","0505",1.35968332527879e-05,0.0666666666666667
"648","cato","0511",7.53135497489316e-06,0.0666666666666667
"649","cato","0603",1.99339365382828e-05,0.2
"650","cato","0703",7.53135497489316e-06,0.0666666666666667
"651","cato","0708",2.0472800725265e-05,0.133333333333333
"652","cato","0802",9.21084607443897e-06,0.0666666666666667
"653","cato","0803",2.99000676227728e-05,0.2
"654","cato","0805",1.10847020249046e-05,0.0666666666666667
"655","cato","0807",1.10847020249046e-05,0.0666666666666667
"656","cato","0808",3.39905233183492e-05,0.0666666666666667
"657","cato","0829",1.10847020249046e-05,0.0666666666666667
"658","cato","0905",9.21084607443897e-06,0.0666666666666667
"659","cato","0906",7.53135497489316e-06,0.0666666666666667
"660","cato","0907",2.63365409790761e-05,0.2
"661","cato","0908",8.0150994382584e-06,0.0666666666666667
"662","cato","0909",9.21084607443897e-06,0.0666666666666667
"663","cato","0910",6.04099287973259e-06,0.0666666666666667
"664","cato","1005",1.81229786391978e-05,0.2
"665","cato","1010",4.5065347187373e-05,0.333333333333333
"666","cato","1102",1.10847020249046e-05,0.0666666666666667
"667","cato","1103",9.21084607443897e-06,0.0666666666666667
"668","cato","1105",7.53135497489316e-06,0.0666666666666667
"669","cato","1106",1.25147062333546e-05,0.0666666666666667
"670","cato","1107",1.10847020249046e-05,0.0666666666666667
"671","cato","1204",4.89986988168551e-05,0.4
"672","cato","1205",3.60070587673576e-05,0.266666666666667
"673","cato","1207",6.04099287973259e-06,0.0666666666666667
"674","cato","1208",6.04099287973259e-06,0.0666666666666667
"675","cato","1210",7.53135497489316e-06,0.0666666666666667
"676","cato","1305",2.1350743178537e-05,0.133333333333333
"677","cato","1309",2.42735560242253e-05,0.2
"678","cato","1311",9.56990592925217e-06,0.0666666666666667
"679","cato","1319",4.7289044350463e-05,0.133333333333333
"680","cato","1320",3.02774373831064e-05,0.133333333333333
"681","cato","1408",1.35723478546258e-05,0.133333333333333
"682","cato","1409",0.000163497481209366,1.06666666666667
"683","cato","1410",9.21084607443897e-06,0.0666666666666667
"684","cato","1411",1.54350284521545e-05,0.0666666666666667
"685","cato","1509",9.21084607443897e-06,0.0666666666666667
"686","ceca","0303",1.95634314768491e-05,0.0666666666666667
"687","ceca","0306",6.63708487741404e-05,0.266666666666667
"688","ceca","0307",2.15141479127917e-05,0.0666666666666667
"689","ceca","0402",4.59443398739375e-06,0.0666666666666667
"690","ceca","0403",4.78821957489381e-05,0.333333333333333
"691","ceca","0404",2.77845060673657e-05,0.2
"692","ceca","0409",9.74237111746067e-06,0.0666666666666667
"693","ceca","0421",2.77401070414108e-05,0.0666666666666667
"694","ceca","0503",4.07477410043251e-05,0.4
"695","ceca","0504",5.81602781785336e-05,0.466666666666667
"696","ceca","0509",1.98013287411766e-05,0.0666666666666667
"697","ceca","0603",5.74497039690012e-05,0.666666666666667
"698","ceca","0604",4.49605471669354e-05,0.333333333333333
"699","ceca","0610",5.22551598911223e-06,0.0666666666666667
"700","ceca","0617",7.82082426825299e-06,0.0666666666666667
"701","ceca","0702",2.90692271668343e-05,0.266666666666667
"702","ceca","0703",0.000205925006707841,1.26666666666667
"703","ceca","0704",3.79934387216776e-05,0.4
"704","ceca","0707",6.88737177999567e-06,0.0666666666666667
"705","ceca","0713",4.59443398739375e-06,0.0666666666666667
"706","ceca","0730",1.72766579771038e-05,0.0666666666666667
"707","ceca","0802",9.61191819686296e-05,0.866666666666667
"708","ceca","0803",9.73700091802493e-05,0.8
"709","ceca","0804",0.000191314086314103,1.13333333333333
"710","ceca","0805",8.24234663755451e-06,0.0666666666666667
"711","ceca","0806",0.000138583850648942,0.333333333333333
"712","ceca","0807",2.5235284379109e-05,0.266666666666667
"713","ceca","0810",7.95988841909517e-06,0.0666666666666667
"714","ceca","0831",2.07698604056938e-05,0.0666666666666667
"715","ceca","0901",8.10039440391255e-06,0.0666666666666667
"716","ceca","0902",0.000104102695032817,1
"717","ceca","0903",7.06153773337322e-05,0.6
"718","ceca","0904",2.46466180943854e-05,0.0666666666666667
"719","ceca","0906",0.000145676344919221,1.13333333333333
"720","ceca","0907",2.52978519990103e-05,0.333333333333333
"721","ceca","0908",3.63037955705365e-05,0.266666666666667
"722","ceca","0909",6.88737177999567e-06,0.0666666666666667
"723","ceca","0910",5.3170009885633e-05,0.266666666666667
"724","ceca","0923",0.000119881684770281,0.133333333333333
"725","ceca","1001",5.47514430310041e-05,0.2
"726","ceca","1002",0.000108985290040317,0.733333333333333
"727","ceca","1003",9.43055330866266e-06,0.0666666666666667
"728","ceca","1004",6.64523413902835e-05,0.466666666666667
"729","ceca","1005",0.000111453370563904,0.8
"730","ceca","1006",5.46739722776178e-05,0.4
"731","ceca","1007",0.000173325305206805,0.6
"732","ceca","1010",3.85249348759078e-05,0.4
"733","ceca","1101",1.39142624993625e-05,0.2
"734","ceca","1102",1.76239596034186e-05,0.2
"735","ceca","1103",4.14735974760806e-05,0.333333333333333
"736","ceca","1104",9.67213133295648e-05,0.8
"737","ceca","1105",5.38065526228511e-05,0.4
"738","ceca","1106",4.73787995999382e-05,0.266666666666667
"739","ceca","1203",1.13917471590315e-05,0.0666666666666667
"740","ceca","1204",8.16785883248301e-05,0.4
"741","ceca","1205",2.73612797453774e-05,0.266666666666667
"742","ceca","1207",1.92444136089282e-05,0.133333333333333
"743","ceca","1208",2.00097683899968e-05,0.2
"744","ceca","1224",1.08810031712365e-05,0.0666666666666667
"745","ceca","1305",6.50483776998622e-05,0.266666666666667
"746","ceca","1306",4.92372794881121e-05,0.6
"747","ceca","1307",3.90858741812133e-05,0.4
"748","ceca","1308",5.13854147828102e-05,0.4
"749","ceca","1405",3.06328187802984e-05,0.2
"750","ceca","1407",9.31245329785264e-05,0.4
"751","ceca","1408",0.00011735062609959,0.866666666666667
"752","ceca","1409",0.000108810859644542,0.666666666666667
"753","ceca","1410",5.68410469561095e-05,0.333333333333333
"754","ceca","1411",4.65207867860873e-05,0.333333333333333
"755","ceca","1507",1.57743593544174e-05,0.0666666666666667
"756","ceca","1508",0.000152727498965654,0.866666666666667
"757","ceca","1509",0.000193361830627693,1.53333333333333
"758","ceca","1510",4.10459688101422e-06,0.0666666666666667
"759","ceca","1609",1.55662746226124e-05,0.0666666666666667
"760","ceca","1627",1.02673972725361e-05,0.133333333333333
"761","ceca","1628",1.3194614142076e-05,0.0666666666666667
"762","ceca","1630",2.11341182764922e-05,0.133333333333333
"763","ceca","1632",8.24234663755451e-06,0.0666666666666667
"764","ceca","1722",7.07818670493074e-05,0.0666666666666667
"765","ceca","1728",4.18240833153483e-05,0.133333333333333
"766","ceca","1730",0.00039046878201787,1.26666666666667
"767","ceca","1731",0.00031330598932192,0.933333333333333
"768","ceca","1732",0.000767956142144191,1.73333333333333
"769","ceca","1825",5.51373495808564e-05,0.133333333333333
"770","ceca","1829",1.54827477067122e-05,0.133333333333333
"771","ceca","1830",3.14737330811031e-05,0.2
"772","ceca","1832",5.67296328514235e-06,0.0666666666666667
"773","ceca","1906",1.51549646674719e-05,0.0666666666666667
"774","ceca","1909",4.90401331799569e-06,0.0666666666666667
"775","ceca","1926",1.3194614142076e-05,0.0666666666666667
"776","ceca","1927",2.00819859220716e-05,0.133333333333333
"777","ceca","1929",0.0003272726879925,1.33333333333333
"778","ceca","1932",4.59443398739375e-06,0.0666666666666667
"779","ceca","2008",5.67296328514235e-06,0.0666666666666667
"780","ceca","2013",3.66241523338767e-05,0.133333333333333
"781","ceca","2014",5.67296328514235e-06,0.0666666666666667
"782","ceca","2016",3.43889892118461e-05,0.133333333333333
"783","ceca","2024",0.000242780199140793,0.2
"784","ceca","2027",3.04323361563168e-05,0.0666666666666667
"785","ceca","2031",8.24234663755451e-06,0.0666666666666667
"786","ceca","2032",4.04855350772039e-05,0.0666666666666667
"787","ceoc","0102",2.43838285287128e-05,0.133333333333333
"788","ceoc","0106",4.400464987153e-05,0.0666666666666667
"789","ceoc","0207",6.49524906292354e-06,0.0666666666666667
"790","ceoc","0306",1.38432885057484e-05,0.0666666666666667
"791","ceoc","0409",5.40558643683197e-06,0.0666666666666667
"792","ceoc","1006",2.82158735239215e-06,0.0666666666666667
"793","ceoc","1007",2.82158735239215e-06,0.0666666666666667
"794","ceoc","1303",3.5732527313242e-06,0.0666666666666667
"795","ceoc","1410",3.5732527313242e-06,0.0666666666666667
"796","chvi","1416",2.66436800078839e-05,0.0666666666666667
"797","chvi","1522",4.30013638655674e-06,0.0666666666666667
"798","chvi","1616",1.0218348740039e-05,0.0666666666666667
"799","coal","0703",6.161541013083e-06,0.0666666666666667
"800","coam","0203",2.66760690896383e-05,0.0666666666666667
"801","coam","0603",2.73674763676239e-06,0.0666666666666667
"802","cofl","0108",9.33702583808589e-06,0.133333333333333
"803","cofl","0302",2.57520427483826e-06,0.0666666666666667
"804","cofl","0304",3.69309869310154e-06,0.0666666666666667
"805","cofl","0308",2.96608851475699e-06,0.0666666666666667
"806","cofl","0502",1.70065981586059e-05,0.0666666666666667
"807","cofl","0605",4.72359348523629e-05,0.0666666666666667
"808","cofl","0701",7.36589553126389e-05,0.2
"809","cofl","0806",4.69546027802016e-06,0.0666666666666667
"810","cofl","1002",8.41187664862435e-06,0.133333333333333
"811","cofl","1103",4.51827526545485e-06,0.0666666666666667
"812","cofl","1514",2.96608851475699e-06,0.0666666666666667
"813","cosp","1410",2.82158735239215e-06,0.0666666666666667
"814","crsp","0502",2.05180221679357e-06,0.0666666666666667
"815","crsp","0508",5.76346200543961e-06,0.0666666666666667
"816","crsp","1102",4.08182570572104e-06,0.0666666666666667
"817","crsp","1410",2.61560940186241e-06,0.0666666666666667
"818","elum","0103",0.000339350655049221,0.8
"819","elum","0106",1.42716944433712e-05,0.2
"820","elum","0110",9.83864044010161e-06,0.133333333333333
"821","elum","0119",0.000256949288925969,1.13333333333333
"822","elum","0120",8.43760926137187e-05,0.266666666666667
"823","elum","0123",0.000290783557246987,1.46666666666667
"824","elum","0125",2.52193290071986e-05,0.2
"825","elum","0126",1.57195360630297e-05,0.0666666666666667
"826","elum","0128",1.40817654372522e-05,0.133333333333333
"827","elum","0131",1.07197581939726e-05,0.2
"828","elum","0201",0.000101064783451782,0.2
"829","elum","0207",0.000164346851458399,0.133333333333333
"830","elum","0211",7.86250205175133e-05,0.266666666666667
"831","elum","0212",1.26159642771645e-05,0.133333333333333
"832","elum","0220",5.40558643683197e-06,0.0666666666666667
"833","elum","0225",3.5732527313242e-06,0.0666666666666667
"834","elum","0226",1.42015163612331e-05,0.133333333333333
"835","elum","0230",1.82147800042376e-05,0.133333333333333
"836","elum","0231",0.000197360235817864,1.86666666666667
"837","elum","0232",2.56141893168178e-05,0.333333333333333
"838","elum","0301",1.22672556491298e-05,0.133333333333333
"839","elum","0302",1.09858726393251e-05,0.133333333333333
"840","elum","0307",0.000206015924984507,0.333333333333333
"841","elum","0308",0.000236472183669288,0.666666666666667
"842","elum","0309",2.73262961871829e-05,0.0666666666666667
"843","elum","0331",4.81463529316205e-05,0.266666666666667
"844","elum","0332",3.07420456365598e-05,0.266666666666667
"845","elum","0402",0.000119693689249917,0.533333333333333
"846","elum","0415",0.000146180137218028,0.733333333333333
"847","elum","0502",4.33088264799727e-05,0.4
"848","elum","0515",0.000193162322425012,0.466666666666667
"849","elum","0525",5.40558643683197e-06,0.0666666666666667
"850","elum","0608",2.03385375686719e-05,0.133333333333333
"851","elum","0616",7.45484631419166e-05,0.4
"852","elum","0624",5.40558643683197e-06,0.0666666666666667
"853","elum","0632",2.68424022089532e-05,0.266666666666667
"854","elum","0708",4.43305400326964e-06,0.0666666666666667
"855","elum","0710",1.85174401719735e-05,0.2
"856","elum","0808",3.5732527313242e-06,0.0666666666666667
"857","elum","0809",2.82158735239215e-06,0.0666666666666667
"858","elum","0814",1.49290626244492e-05,0.133333333333333
"859","elum","0823",6.39484008371635e-06,0.133333333333333
"860","elum","0829",1.8182944421855e-05,0.266666666666667
"861","elum","0901",0.000120285685719199,0.6
"862","elum","1007",2.82158735239215e-06,0.0666666666666667
"863","elum","1018",5.06391740553593e-05,0.133333333333333
"864","elum","1032",1.34118931714258e-05,0.2
"865","elum","1101",5.2458758477038e-05,0.4
"866","elum","1106",3.10958025023019e-06,0.0666666666666667
"867","elum","1109",7.82434742749082e-06,0.133333333333333
"868","elum","1312",4.16865593925534e-05,0.4
"869","elum","1409",5.40558643683197e-06,0.0666666666666667
"870","elum","1429",8.00630673459384e-06,0.133333333333333
"871","elum","1430",6.47202955644968e-05,0.4
"872","elum","1431",2.52761920696583e-05,0.333333333333333
"873","elum","1502",5.93550855318066e-06,0.0666666666666667
"874","elum","1631",3.95500596320079e-05,0.266666666666667
"875","elum","1632",5.9257798780107e-05,0.266666666666667
"876","elum","1722",1.55379606087639e-05,0.133333333333333
"877","elum","1726",5.02107816445424e-05,0.6
"878","elum","1727",9.04271154584032e-06,0.0666666666666667
"879","elum","1728",2.60464733146919e-05,0.2
"880","elum","1730",3.5205799576978e-05,0.133333333333333
"881","elum","1731",5.72132703149133e-05,0.133333333333333
"882","elum","1732",1.0508512705928e-05,0.0666666666666667
"883","elum","1827",5.4811515663122e-05,0.133333333333333
"884","elum","1828",2.469728687105e-05,0.0666666666666667
"885","elum","1830",0.000110345412593024,0.333333333333333
"886","elum","1927",0.000152146813636409,0.333333333333333
"887","elum","1931",0.000126618073122721,0.266666666666667
"888","elum","2011",2.88313897981712e-05,0.2
"889","elum","2013",4.75319693004866e-05,0.2
"890","elum","2025",1.591409914276e-05,0.133333333333333
"891","elum","2027",0.00042458551232457,0.466666666666667
"892","eual","0202",0.000144443523339778,0.666666666666667
"893","eual","0504",4.21516030918485e-05,0.6
"894","eual","1408",3.68302907941913e-05,0.2
"895","fagr","0217",2.33987936540205e-05,0.0666666666666667
"896","fagr","0218",7.31846961767094e-06,0.0666666666666667
"897","fagr","0303",1.55737504242639e-05,0.0666666666666667
"898","fagr","0306",7.31846961767094e-06,0.0666666666666667
"899","fagr","0307",0.000102609195131746,0.2
"900","fagr","0308",2.9699530264745e-05,0.2
"901","fagr","0310",5.9777355502429e-06,0.0666666666666667
"902","fagr","0311",5.67396789479701e-05,0.2
"903","fagr","0312",5.77217077623711e-05,0.533333333333333
"904","fagr","0316",5.07599438766094e-05,0.133333333333333
"905","fagr","0404",1.2001579781176e-05,0.0666666666666667
"906","fagr","0405",3.68993781314777e-05,0.2
"907","fagr","0407",1.18287652160857e-05,0.0666666666666667
"908","fagr","0411",1.34114530883946e-05,0.133333333333333
"909","fagr","0414",0.00014683993491976,0.2
"910","fagr","0415",0.000117932473508462,0.4
"911","fagr","0416",3.38262835648978e-05,0.0666666666666667
"912","fagr","0419",0.00022173679691708,0.133333333333333
"913","fagr","0420",7.31846961767094e-06,0.0666666666666667
"914","fagr","0502",1.01819262887991e-05,0.0666666666666667
"915","fagr","0504",0.000103623710480101,0.933333333333333
"916","fagr","0505",8.36228610846199e-05,0.666666666666667
"917","fagr","0507",7.31846961767094e-06,0.0666666666666667
"918","fagr","0508",3.18461367264281e-06,0.0666666666666667
"919","fagr","0513",3.6516898019624e-05,0.2
"920","fagr","0514",1.31793806005605e-05,0.133333333333333
"921","fagr","0515",0.000223211980567402,0.733333333333333
"922","fagr","0516",0.00013310570265513,0.4
"923","fagr","0603",1.56885947177455e-05,0.2
"924","fagr","0604",2.74383105670239e-05,0.2
"925","fagr","0605",2.17109959943656e-05,0.133333333333333
"926","fagr","0606",4.82465742733972e-05,0.333333333333333
"927","fagr","0607",8.67994647011723e-06,0.0666666666666667
"928","fagr","0608",2.37729338026211e-05,0.133333333333333
"929","fagr","0609",1.91472348337567e-05,0.133333333333333
"930","fagr","0610",1.18287652160857e-05,0.0666666666666667
"931","fagr","0616",3.604529252357e-05,0.266666666666667
"932","fagr","0624",0.000124198624637934,0.133333333333333
"933","fagr","0701",2.77517414148741e-05,0.0666666666666667
"934","fagr","0702",4.12153267362445e-05,0.2
"935","fagr","0707",2.25011483043307e-05,0.133333333333333
"936","fagr","0709",6.09298347072364e-06,0.0666666666666667
"937","fagr","0712",4.03104566246806e-06,0.0666666666666667
"938","fagr","0713",3.83636499430313e-05,0.133333333333333
"939","fagr","0717",2.3699182542686e-05,0.2
"940","fagr","0801",3.18929222831647e-05,0.2
"941","fagr","0806",9.99760446046123e-06,0.133333333333333
"942","fagr","0807",1.01819262887991e-05,0.0666666666666667
"943","fagr","0808",4.03104566246806e-06,0.0666666666666667
"944","fagr","0904",6.56715482368074e-06,0.0666666666666667
"945","fagr","0905",1.65925519938783e-05,0.133333333333333
"946","fagr","0906",4.21472440787926e-06,0.0666666666666667
"947","fagr","0908",1.67288041228134e-05,0.2
"948","fagr","0911",1.01819262887991e-05,0.0666666666666667
"949","fagr","0912",1.76799503318975e-05,0.0666666666666667
"950","fagr","0913",2.78376499289564e-05,0.2
"951","fagr","1004",7.76841848787716e-05,0.2
"952","fagr","1012",1.36246779776892e-05,0.0666666666666667
"953","fagr","1013",0.00011837614124814,0.133333333333333
"954","fagr","1103",4.43130698822984e-05,0.0666666666666667
"955","fagr","1104",3.5088099518306e-05,0.266666666666667
"956","fagr","1106",4.99880223023062e-06,0.0666666666666667
"957","fagr","1110",1.75003959064701e-05,0.133333333333333
"958","fagr","1112",3.18461367264281e-06,0.0666666666666667
"959","fagr","1116",5.16315394999694e-05,0.133333333333333
"960","fagr","1202",1.18287652160857e-05,0.0666666666666667
"961","fagr","1309",7.31846961767094e-06,0.0666666666666667
"962","fagr","1311",4.03104566246806e-06,0.0666666666666667
"963","fagr","1406",6.68901627543402e-06,0.0666666666666667
"964","fagr","2013",2.47116951002344e-05,0.0666666666666667
"965","fram","0101",5.60057629394983e-05,0.0666666666666667
"966","fram","0122",5.55229647752416e-06,0.0666666666666667
"967","fram","0207",1.4263544183926e-05,0.0666666666666667
"968","fram","0306",8.48639243063107e-06,0.0666666666666667
"969","fram","0308",2.8527088367852e-05,0.133333333333333
"970","fram","0312",9.99381764220515e-05,0.533333333333333
"971","fram","0401",1.54173171257551e-05,0.133333333333333
"972","fram","0402",5.55229647752416e-06,0.0666666666666667
"973","fram","0403",1.65748180826889e-05,0.0666666666666667
"974","fram","0404",2.98482894166812e-05,0.2
"975","fram","0411",6.930924695124e-06,0.0666666666666667
"976","fram","0412",4.68228077332606e-05,0.0666666666666667
"977","fram","0420",8.48639243063107e-06,0.0666666666666667
"978","fram","0509",4.38847297004656e-05,0.2
"979","fram","0601",3.12075345924747e-05,0.0666666666666667
"980","fram","0603",6.930924695124e-06,0.0666666666666667
"981","fram","0608",2.13284000247067e-05,0.2
"982","fram","0802",6.19973783748684e-05,0.6
"983","fram","0803",2.90959014984848e-05,0.2
"984","fram","0804",1.3861849390248e-05,0.133333333333333
"985","fram","0808",2.06343889002096e-05,0.133333333333333
"986","fram","0902",6.930924695124e-06,0.0666666666666667
"987","fram","0906",1.24832211726482e-05,0.133333333333333
"988","fram","0907",1.88417701870067e-05,0.2
"989","fram","0910",5.55229647752416e-06,0.0666666666666667
"990","fram","0911",6.930924695124e-06,0.0666666666666667
"991","fram","0913",1.94141458677721e-05,0.2
"992","fram","0923",2.41225427768394e-05,0.0666666666666667
"993","fram","1002",5.55229647752416e-06,0.0666666666666667
"994","fram","1004",5.55229647752416e-06,0.0666666666666667
"995","fram","1005",6.51581347756456e-05,0.466666666666667
"996","fram","1006",1.90789211647025e-05,0.133333333333333
"997","fram","1010",4.9903620173227e-05,0.4
"998","fram","1011",2.64115406535045e-05,0.133333333333333
"999","fram","1102",1.32894737094826e-05,0.133333333333333
"1000","fram","1103",2.09696136032792e-05,0.2
"1001","fram","1104",5.94763315060035e-06,0.0666666666666667
"1002","fram","1105",2.30827055192709e-05,0.133333333333333
"1003","fram","1106",9.33204854439349e-06,0.0666666666666667
"1004","fram","1201",5.81413057707453e-06,0.0666666666666667
"1005","fram","1202",6.930924695124e-06,0.0666666666666667
"1006","fram","1203",1.90789211647025e-05,0.133333333333333
"1007","fram","1204",0.000191487183132521,1.4
"1008","fram","1205",6.49900848925031e-06,0.0666666666666667
"1009","fram","1206",2.50447837252831e-05,0.133333333333333
"1010","fram","1211",1.90859939602684e-05,0.0666666666666667
"1011","fram","1303",1.56265500733617e-05,0.0666666666666667
"1012","fram","1304",2.60534687088095e-05,0.133333333333333
"1013","fram","1305",2.60889581561259e-05,0.2
"1014","fram","1306",9.77371587397675e-05,0.4
"1015","fram","1311",1.78051642279102e-05,0.0666666666666667
"1016","fram","1406",1.31815727884627e-05,0.0666666666666667
"1017","fram","1407",1.37161157024219e-05,0.133333333333333
"1018","fram","1408",0.000153825849200106,1
"1019","fram","1409",4.50798560229071e-05,0.333333333333333
"1020","fram","1410",2.34003231182649e-05,0.2
"1021","fram","1507",9.86153293334572e-06,0.0666666666666667
"1022","fram","1508",3.89748639940849e-05,0.333333333333333
"1023","fram","1509",0.000109282106464463,0.6
"1024","fram","1510",2.10050466110155e-05,0.133333333333333
"1025","fram","1526",8.48639243063107e-06,0.0666666666666667
